_id,month,vessel_type,number_of_vessels,gross_tonnage
1418,2009-10,Freighter,717,3364.79
1419,2009-10,Bulk Carrier,1030,44014.21
1420,2009-10,Tanker,1770,47408.48
1421,2009-10,Passenger,2815,2736.92
1422,2009-10,Barges,1147,2059.16
1423,2009-10,Tug,1267,302.55
1424,2009-10,Miscellaneous,892,7874.91
1425,2009-11,Container,1492,47420.79
1426,2009-11,Freighter,665,3316.36
1427,2009-11,Bulk Carrier,884,38771.34
1428,2009-11,Tanker,1612,43662.27
1429,2009-11,Passenger,2787,3608.74
1430,2009-11,Barges,1092,2081.8
1431,2009-11,Tug,1156,283.02
1432,2009-11,Miscellaneous,814,7568.27
1433,2009-12,Container,1533,47958.16
1434,2009-12,Freighter,759,3774.86
1435,2009-12,Bulk Carrier,929,39023.55
1436,2009-12,Tanker,1687,47045.49
1437,2009-12,Passenger,2870,3662.28
1438,2009-12,Barges,1154,2318.56
1439,2009-12,Tug,1197,272.45
1440,2009-12,Miscellaneous,864,8141.58
1441,2010-01,Container,1512,48099.56
1442,2010-01,Freighter,721,3555.34
1443,2010-01,Bulk Carrier,1010,42167.78
1444,2010-01,Tanker,1785,47167.79
1445,2010-01,Passenger,2769,2978.09
1446,2010-01,Barges,1123,2071.16
1447,2010-01,Tug,1159,261.14
1448,2010-01,Miscellaneous,914,7939.07
1449,2010-02,Container,1396,44930.85
1450,2010-02,Freighter,635,3436.52
1451,2010-02,Bulk Carrier,977,41744.73
1452,2010-02,Tanker,1654,43708.39
1453,2010-02,Passenger,2571,2768.06
1454,2010-02,Barges,977,1854.33
1455,2010-02,Tug,1012,216.31
1456,2010-02,Miscellaneous,759,6790.43
1457,2010-03,Container,1530,47615.73
1458,2010-03,Freighter,722,3361.72
1459,2010-03,Bulk Carrier,1063,46168.9
1460,2010-03,Tanker,1830,48111.87
1461,2010-03,Passenger,2696,2999.47
1462,2010-03,Barges,1125,1915.11
1463,2010-03,Tug,1159,259.39
1464,2010-03,Miscellaneous,872,8111.29
1465,2010-04,Container,1535,49351.66
1466,2010-04,Freighter,750,3776
1467,2010-04,Bulk Carrier,1033,42527.97
1468,2010-04,Tanker,1717,44942.82
1469,2010-04,Passenger,2475,2644.24
1470,2010-04,Barges,1026,1691.17
1471,2010-04,Tug,1084,236.17
1472,2010-04,Miscellaneous,811,8455.89
1473,2010-05,Container,1614,52162.8
1474,2010-05,Freighter,725,3511.88
1475,2010-05,Bulk Carrier,1056,45048.97
1476,2010-05,Tanker,1774,46942.66
1477,2010-05,Passenger,2574,2209.02
1478,2010-05,Barges,1040,1639.37
1479,2010-05,Tug,1094,240.95
1480,2010-05,Miscellaneous,829,9008.71
1481,2010-06,Container,1577,51209.11
1482,2010-06,Freighter,777,3993.32
1483,2010-06,Bulk Carrier,1034,43401.89
1484,2010-06,Tanker,1814,48416.87
1485,2010-06,Passenger,2510,1983.52
1486,2010-06,Barges,1014,1574.7
1487,2010-06,Tug,1067,247.02
1488,2010-06,Miscellaneous,805,9454.87
1489,2010-07,Container,1659,53717.4
1490,2010-07,Freighter,760,3628.83
1491,2010-07,Bulk Carrier,1030,47106.26
1492,2010-07,Tanker,1852,48521.73
1493,2010-07,Passenger,2684,2134.09
1494,2010-07,Barges,982,1359.87
1495,2010-07,Tug,1053,237.89
1496,2010-07,Miscellaneous,871,9432.87
1497,2010-08,Container,1665,54648.16
1498,2010-08,Freighter,768,3788.09
1499,2010-08,Bulk Carrier,956,41192.39
1500,2010-08,Tanker,1837,47573
1501,2010-08,Passenger,2740,1983.56
1502,2010-08,Barges,918,1344.54
1503,2010-08,Tug,962,219.87
1504,2010-08,Miscellaneous,799,9654.22
1505,2010-09,Container,1609,53013.38
1506,2010-09,Freighter,704,3400.98
1507,2010-09,Bulk Carrier,1001,45119.69
1508,2010-09,Tanker,1764,46798.42
1509,2010-09,Passenger,2552,1805.15
1510,2010-09,Barges,877,1238.11
1511,2010-09,Tug,930,206.04
1512,2010-09,Miscellaneous,763,9128.01
1513,2010-10,Container,1616,53133.11
1514,2010-10,Freighter,728,3542.93
1515,2010-10,Bulk Carrier,1011,47880.97
1516,2010-10,Tanker,1805,50536.25
1517,2010-10,Passenger,2647,2308.52
1518,2010-10,Barges,961,1530.78
1519,2010-10,Tug,1012,230.29
1520,2010-10,Miscellaneous,766,9551.11
1521,2010-11,Container,1626,53201.66
1522,2010-11,Freighter,717,3426.75
1523,2010-11,Bulk Carrier,1021,45261.79
1524,2010-11,Tanker,1713,48114.48
1525,2010-11,Passenger,2625,2926.14
1526,2010-11,Barges,922,1396.74
1527,2010-11,Tug,952,206.33
1528,2010-11,Miscellaneous,731,9199.88
1529,2010-12,Container,1628,52626.02
1530,2010-12,Freighter,735,3430.3
1531,2010-12,Bulk Carrier,1042,46378.6
1532,2010-12,Tanker,1810,48559.64
1533,2010-12,Passenger,2896,3498.96
1534,2010-12,Barges,1007,1565.93
1535,2010-12,Tug,1067,237.63
1536,2010-12,Miscellaneous,819,10506.1
1537,2011-01,Container,1663,54933.37
1538,2011-01,Freighter,743,3699
1539,2011-01,Bulk Carrier,1132,53278.77
1540,2011-01,Tanker,1885,51545.92
1541,2011-01,Passenger,2756,3007.27
1542,2011-01,Barges,979,1495.69
1543,2011-01,Tug,1009,206
1544,2011-01,Miscellaneous,770,9634.36
1545,2011-02,Container,1413,47553.3
1546,2011-02,Freighter,631,3189.33
1547,2011-02,Bulk Carrier,975,44579.42
1548,2011-02,Tanker,1703,51346.42
1549,2011-02,Passenger,2578,2670.95
1550,2011-02,Barges,709,1161.18
1551,2011-02,Tug,767,179.13
1552,2011-02,Miscellaneous,712,8856.28
1553,2011-03,Container,1631,54774.53
1554,2011-03,Freighter,743,3547.82
1555,2011-03,Bulk Carrier,1089,49968.83
1556,2011-03,Tanker,1954,58268.15
1557,2011-03,Passenger,2785,2992.01
1558,2011-03,Barges,945,1430.51
1559,2011-03,Tug,964,213.15
1560,2011-03,Miscellaneous,883,10584.73
1561,2011-04,Container,1596,53485.98
1562,2011-04,Freighter,680,3576.49
1563,2011-04,Bulk Carrier,1032,46389.34
1564,2011-04,Tanker,1860,54231.52
1565,2011-04,Passenger,2711,2431.04
1566,2011-04,Barges,840,1332.22
1567,2011-04,Tug,912,193.01
1568,2011-04,Miscellaneous,770,8341.79
1569,2011-05,Container,1689,57052.31
1570,2011-05,Freighter,725,3940.13
1571,2011-05,Bulk Carrier,1090,49564.85
1572,2011-05,Tanker,1892,53890.07
1573,2011-05,Passenger,2798,2426.07
1574,2011-05,Barges,827,1317.94
1575,2011-05,Tug,859,187.97
1576,2011-05,Miscellaneous,800,8955.57
1577,2011-06,Container,1590,54129.21
1578,2011-06,Freighter,698,3644.09
1579,2011-06,Bulk Carrier,1062,49249.27
1580,2011-06,Tanker,1820,50291.38
1581,2011-06,Passenger,2751,1708.8
1582,2011-06,Barges,878,1442.38
1583,2011-06,Tug,921,208.91
1584,2011-06,Miscellaneous,748,9769.98
1585,2011-07,Container,1630,55698.78
1586,2011-07,Freighter,728,3625.16
1587,2011-07,Bulk Carrier,1120,51280.2
1588,2011-07,Tanker,1894,53493.46
1589,2011-07,Passenger,2942,1694.29
1590,2011-07,Barges,999,1688.24
1591,2011-07,Tug,1042,245.27
1592,2011-07,Miscellaneous,793,9518.34
1593,2011-08,Container,1677,56793.48
1594,2011-08,Freighter,710,3603.95
1595,2011-08,Bulk Carrier,1043,47133
1596,2011-08,Tanker,1952,60337.05
1597,2011-08,Passenger,2804,1773.34
1598,2011-08,Barges,925,1503.76
1599,2011-08,Tug,965,237.2
1600,2011-08,Miscellaneous,751,10312.58
1601,2011-09,Container,1545,53875.25
1602,2011-09,Freighter,725,3544.35
1603,2011-09,Bulk Carrier,1053,47899.11
1604,2011-09,Tanker,1772,52698.9
1605,2011-09,Passenger,2872,1552.72
1606,2011-09,Barges,846,1409.86
1607,2011-09,Tug,922,227.13
1608,2011-09,Miscellaneous,697,10438.07
1609,2011-10,Container,1659,58174.65
1610,2011-10,Freighter,732,3662.98
1611,2011-10,Bulk Carrier,1223,57835.59
1612,2011-10,Tanker,1874,54400.96
1613,2011-10,Passenger,2978,1952.11
1614,2011-10,Barges,918,1534.07
1615,2011-10,Tug,922,220.86
1616,2011-10,Miscellaneous,763,10267.38
1617,2011-11,Container,1589,54762.62
1618,2011-11,Freighter,695,3370.72
1619,2011-11,Bulk Carrier,1168,55142.97
1620,2011-11,Tanker,1761,50674.17
1621,2011-11,Passenger,2832,2221.42
1622,2011-11,Barges,841,1402.51
1623,2011-11,Tug,859,212.23
1624,2011-11,Miscellaneous,774,8817.95
1625,2011-12,Container,1608,55792.01
1626,2011-12,Freighter,720,3817.67
1627,2011-12,Bulk Carrier,1106,52418.92
1628,2011-12,Tanker,1913,61503.69
1629,2011-12,Passenger,3056,2716.19
1630,2011-12,Barges,930,1536.51
1631,2011-12,Tug,923,226.03
1632,2011-12,Miscellaneous,779,10158.24
1633,2012-01,Container,1565,54893.77
1634,2012-01,Freighter,664,3521.47
1635,2012-01,Bulk Carrier,1205,58006.81
1636,2012-01,Tanker,1902,58583.67
1637,2012-01,Passenger,3010,2198.14
1638,2012-01,Barges,826,1428.4
1639,2012-01,Tug,795,173.35
1640,2012-01,Miscellaneous,776,11008.7
1641,2012-02,Container,1390,48320.5
1642,2012-02,Freighter,683,3363.67
1643,2012-02,Bulk Carrier,1057,50815.09
1644,2012-02,Tanker,1784,54639.27
1645,2012-02,Passenger,2767,2772.99
1646,2012-02,Barges,847,1422.94
1647,2012-02,Tug,861,196.02
1648,2012-02,Miscellaneous,731,9546.75
1649,2012-03,Container,1548,54998.69
1650,2012-03,Freighter,711,3675.48
1651,2012-03,Bulk Carrier,1135,53105.64
1652,2012-03,Tanker,1945,63947.55
1653,2012-03,Passenger,2991,3508.74
1654,2012-03,Barges,915,1544.15
1655,2012-03,Tug,968,251.35
1656,2012-03,Miscellaneous,837,10908
1657,2012-04,Container,1470,54092.38
1658,2012-04,Freighter,628,3229
1659,2012-04,Bulk Carrier,1189,57238.12
1660,2012-04,Tanker,1851,58078.3
1661,2012-04,Passenger,2938,2393.9
1662,2012-04,Barges,898,1408.18
1663,2012-04,Tug,915,231.73
1664,2012-04,Miscellaneous,780,10123.11
1665,2012-05,Container,1583,59155.94
1666,2012-05,Freighter,697,3690.57
1667,2012-05,Bulk Carrier,1237,58582.58
1668,2012-05,Tanker,1945,61286.07
1669,2012-05,Passenger,3047,2028.84
1670,2012-05,Barges,907,1480.44
1671,2012-05,Tug,959,263.72
1672,2012-05,Miscellaneous,843,11305.82
1673,2012-06,Container,1532,58197.59
1674,2012-06,Freighter,672,2942.92
1675,2012-06,Bulk Carrier,1105,51790.17
1676,2012-06,Tanker,1805,58467.08
1677,2012-06,Passenger,2981,2170.82
1678,2012-06,Barges,934,1624.58
1679,2012-06,Tug,938,229.62
1680,2012-06,Miscellaneous,823,10968.31
1681,2012-07,Container,1635,60606.22
1682,2012-07,Freighter,742,3512.24
1683,2012-07,Bulk Carrier,1166,57127.86
1684,2012-07,Tanker,1818,55418.25
1685,2012-07,Passenger,3031,1790.79
1686,2012-07,Barges,940,1596.9
1687,2012-07,Tug,982,257.97
1688,2012-07,Miscellaneous,785,11420.12
1689,2012-08,Container,1617,61338.16
1690,2012-08,Freighter,641,3366.01
1691,2012-08,Bulk Carrier,1140,54509.47
1692,2012-08,Tanker,1810,55776.15
1693,2012-08,Passenger,3073,1808.39
1694,2012-08,Barges,870,1429.96
1695,2012-08,Tug,923,228.21
1696,2012-08,Miscellaneous,751,10916.88
1697,2012-09,Container,1566,58822.29
1698,2012-09,Freighter,639,3433.78
1699,2012-09,Bulk Carrier,1053,49505.28
1700,2012-09,Tanker,1834,56144.34
1701,2012-09,Passenger,2938,1666.47
1702,2012-09,Barges,941,1640.13
1703,2012-09,Tug,1012,233.35
1704,2012-09,Miscellaneous,785,11268.38
1705,2012-10,Container,1579,58497.37
1706,2012-10,Freighter,673,3303.06
1707,2012-10,Bulk Carrier,1167,56608.07
1708,2012-10,Tanker,1843,56729.15
1709,2012-10,Passenger,3152,2248.35
1710,2012-10,Barges,882,1502
1711,2012-10,Tug,922,238.39
1712,2012-10,Miscellaneous,741,10688.8
1713,2012-11,Container,1522,57631
1714,2012-11,Freighter,679,3594.36
1715,2012-11,Bulk Carrier,1176,56468.62
1716,2012-11,Tanker,1842,57084.95
1717,2012-11,Passenger,3153,3017.99
1718,2012-11,Barges,844,1491.33
1719,2012-11,Tug,909,214.84
1720,2012-11,Miscellaneous,781,10428.82
1721,2012-12,Container,1560,58166.1
1722,2012-12,Freighter,674,3595.99
1723,2012-12,Bulk Carrier,1092,50897.58
1724,2012-12,Tanker,1851,57684.66
1725,2012-12,Passenger,3537,3592.77
1726,2012-12,Barges,864,1604.64
1727,2012-12,Tug,918,229.05
1728,2012-12,Miscellaneous,779,11206.98
1729,2013-01,Container,1544,58980.12
1730,2013-01,Freighter,706,3450.27
1731,2013-01,Bulk Carrier,1278,60874.15
1732,2013-01,Tanker,1887,58141.83
1733,2013-01,Passenger,3593,2821.49
1734,2013-01,Barges,830,1363.26
1735,2013-01,Tug,890,198.05
1736,2013-01,Miscellaneous,836,10837.34
1737,2013-02,Container,1322,50189
1738,2013-02,Freighter,609,3098.77
1739,2013-02,Bulk Carrier,1055,51810.64
1740,2013-02,Tanker,1750,55493.63
1741,2013-02,Passenger,3329,2755.18
1742,2013-02,Barges,760,1386.18
1743,2013-02,Tug,824,198.76
1744,2013-02,Miscellaneous,714,10385.47
1745,2013-03,Container,1487,57193.14
1746,2013-03,Freighter,689,4038.88
1747,2013-03,Bulk Carrier,1150,52705.92
1748,2013-03,Tanker,1846,55825
1749,2013-03,Passenger,3650,3662.99
1750,2013-03,Barges,927,1596.84
1751,2013-03,Tug,1018,237.44
1752,2013-03,Miscellaneous,812,11041.69
1753,2013-04,Container,1472,56725.39
1754,2013-04,Freighter,721,3747.16
1755,2013-04,Bulk Carrier,1218,57407.23
1756,2013-04,Tanker,1895,56594.2
1757,2013-04,Passenger,3425,2450.06
1758,2013-04,Barges,895,1570.76
1759,2013-04,Tug,949,241.11
1760,2013-04,Miscellaneous,785,10670.59
1761,2013-05,Container,1533,60488.96
1762,2013-05,Freighter,676,3959.85
1763,2013-05,Bulk Carrier,1245,56859.83
1764,2013-05,Tanker,1937,62079.14
1765,2013-05,Passenger,3661,2779.22
1766,2013-05,Barges,932,1651.53
1767,2013-05,Tug,1027,234.96
1768,2013-05,Miscellaneous,792,11551.69
1769,2013-06,Container,1494,60028.51
1770,2013-06,Freighter,630,3274.56
1771,2013-06,Bulk Carrier,1260,55187.77
1772,2013-06,Tanker,1818,56592.51
1773,2013-06,Passenger,3648,2546.86
1774,2013-06,Barges,921,1534.59
1775,2013-06,Tug,1004,231.47
1776,2013-06,Miscellaneous,790,10474.71
1777,2013-07,Container,1548,62308.07
1778,2013-07,Freighter,678,3712.75
1779,2013-07,Bulk Carrier,1301,61966.81
1780,2013-07,Tanker,1952,61891.39
1781,2013-07,Passenger,3741,2085.74
1782,2013-07,Barges,982,1628.49
1783,2013-07,Tug,1032,213.66
1784,2013-07,Miscellaneous,758,10648.17
1785,2013-08,Container,1494,62746.01
1786,2013-08,Freighter,621,3676.71
1787,2013-08,Bulk Carrier,1299,59257.76
1788,2013-08,Tanker,1890,59526.93
1789,2013-08,Passenger,3985,2119.89
1790,2013-08,Barges,900,1503.75
1791,2013-08,Tug,973,214.76
1792,2013-08,Miscellaneous,759,9886.51
1793,2013-09,Container,1479,60795.52
1794,2013-09,Freighter,637,3583.14
1795,2013-09,Bulk Carrier,1230,59498.44
1796,2013-09,Tanker,1834,56424.28
1797,2013-09,Passenger,3782,2014.07
1798,2013-09,Barges,933,1573.18
1799,2013-09,Tug,1021,241.17
1800,2013-09,Miscellaneous,800,11220.26
1801,2013-10,Container,1506,60488.14
1802,2013-10,Freighter,716,3737.07
1803,2013-10,Bulk Carrier,1239,59537.58
1804,2013-10,Tanker,1921,57520.26
1805,2013-10,Passenger,3872,2382.77
1806,2013-10,Barges,939,1723.42
1807,2013-10,Tug,1009,246.92
1808,2013-10,Miscellaneous,773,10905.28
1809,2013-11,Container,1423,59545.7
1810,2013-11,Freighter,676,3516.85
1811,2013-11,Bulk Carrier,1159,56629.52
1812,2013-11,Tanker,1917,60105.09
1813,2013-11,Passenger,3836,3644.96
1814,2013-11,Barges,883,1697.18
1815,2013-11,Tug,970,236.97
1816,2013-11,Miscellaneous,803,10979.51
1817,2013-12,Container,1496,60443.51
1818,2013-12,Freighter,631,3405.18
1819,2013-12,Bulk Carrier,1096,51649.34
1820,2013-12,Tanker,1970,64649.29
1821,2013-12,Passenger,3970,4299.97
1822,2013-12,Barges,936,1729.92
1823,2013-12,Tug,1015,246.31
1824,2013-12,Miscellaneous,798,10891.16
1825,2014-01,Container,1475,60698.96
1826,2014-01,Freighter,665,4081.02
1827,2014-01,Bulk Carrier,1329,66355.75
1828,2014-01,Tanker,2007,67180
1829,2014-01,Passenger,3885,3115.56
1830,2014-01,Barges,754,1432.16
1831,2014-01,Tug,840,193.72
1832,2014-01,Miscellaneous,799,11690.81
1833,2014-02,Container,1287,52773.81
1834,2014-02,Freighter,559,3247.21
1835,2014-02,Bulk Carrier,1089,51238.91
1836,2014-02,Tanker,1765,57277.54
1837,2014-02,Passenger,3568,3610.08
1838,2014-02,Barges,772,1314.39
1839,2014-02,Tug,824,169.68
1840,2014-02,Miscellaneous,815,10569.71
1841,2014-03,Container,1467,62130.11
1842,2014-03,Freighter,659,3599.71
1843,2014-03,Bulk Carrier,1248,59940.45
1844,2014-03,Tanker,1929,61052.01
1845,2014-03,Passenger,3879,3807.18
1846,2014-03,Barges,886,1540.74
1847,2014-03,Tug,966,218.35
1848,2014-03,Miscellaneous,852,11075.81
1849,2014-04,Container,1440,60136.8
1850,2014-04,Freighter,650,3774.88
1851,2014-04,Bulk Carrier,1189,53743.82
1852,2014-04,Tanker,1876,59913.32
1853,2014-04,Passenger,3690,2327.92
1854,2014-04,Barges,838,1449.74
1855,2014-04,Tug,905,206.26
1856,2014-04,Miscellaneous,844,12166.86
1857,2014-05,Container,1468,63088.2
1858,2014-05,Freighter,632,3295.49
1859,2014-05,Bulk Carrier,1269,59143.41
1860,2014-05,Tanker,1958,61920.19
1861,2014-05,Passenger,3705,1576.79
1862,2014-05,Barges,844,1481.66
1863,2014-05,Tug,904,201.77
1864,2014-05,Miscellaneous,809,11329.61
1865,2014-06,Container,1430,61826.04
1866,2014-06,Freighter,657,3097.3
1867,2014-06,Bulk Carrier,1243,56983.58
1868,2014-06,Tanker,1790,53330.04
1869,2014-06,Passenger,3579,1433.27
1870,2014-06,Barges,831,1351.72
1871,2014-06,Tug,888,195.67
1872,2014-06,Miscellaneous,809,10821.29
1873,2014-07,Container,1452,64126.07
1874,2014-07,Freighter,610,3371.58
1875,2014-07,Bulk Carrier,1251,59333.64
1876,2014-07,Tanker,1895,59477.66
1877,2014-07,Passenger,3425,1604.31
1878,2014-07,Barges,810,1333.6
1879,2014-07,Tug,887,203.39
1880,2014-07,Miscellaneous,842,11874.52
1881,2014-08,Container,1434,63958.3
1882,2014-08,Freighter,633,3562.24
1883,2014-08,Bulk Carrier,1205,56067.63
1884,2014-08,Tanker,1827,60930.11
1885,2014-08,Passenger,3332,1563.23
1886,2014-08,Barges,878,1460.8
1887,2014-08,Tug,953,228.13
1888,2014-08,Miscellaneous,829,11905.69
1889,2014-09,Container,1413,62034.02
1890,2014-09,Freighter,595,3071.89
1891,2014-09,Bulk Carrier,1301,60449.65
1892,2014-09,Tanker,1764,56510.88
1893,2014-09,Passenger,3084,1418.1
1894,2014-09,Barges,896,1625.85
1895,2014-09,Tug,991,234.49
1896,2014-09,Miscellaneous,774,11339.27
1897,2014-10,Container,1453,62861.72
1898,2014-10,Freighter,666,3430.66
1899,2014-10,Bulk Carrier,1250,56716.53
1900,2014-10,Tanker,1857,56623.09
1901,2014-10,Passenger,3283,2023.61
1902,2014-10,Barges,935,1611.83
1903,2014-10,Tug,1012,218.94
1904,2014-10,Miscellaneous,825,11997.29
1905,2014-11,Container,1410,62421.88
1906,2014-11,Freighter,606,2872.81
1907,2014-11,Bulk Carrier,1255,62175.06
1908,2014-11,Tanker,1761,57379.3
1909,2014-11,Passenger,3149,3176.51
1910,2014-11,Barges,855,1419.91
1911,2014-11,Tug,943,207.91
1912,2014-11,Miscellaneous,787,12387.19
1913,2014-12,Container,1490,63490.6
1914,2014-12,Freighter,659,3203.09
1915,2014-12,Bulk Carrier,1174,52005.41
1916,2014-12,Tanker,1789,55869.85
1917,2014-12,Passenger,3355,4222.75
1918,2014-12,Barges,887,1539.73
1919,2014-12,Tug,988,226.63
1920,2014-12,Miscellaneous,846,12230.54
1921,2015-01,Container,1458,64632.96
1922,2015-01,Freighter,692,3397.55
1923,2015-01,Bulk Carrier,1359,62269.86
1924,2015-01,Tanker,1851,60045.76
1925,2015-01,Passenger,3187,3863.58
1926,2015-01,Barges,895,1432.85
1927,2015-01,Tug,980,219.75
1928,2015-01,Miscellaneous,897,12853.5
1929,2015-02,Container,1349,60158.97
1930,2015-02,Freighter,559,2716.4
1931,2015-02,Bulk Carrier,1199,56398.75
1932,2015-02,Tanker,1711,54219.4
1933,2015-02,Passenger,3093,3904.5
1934,2015-02,Barges,730,1282.07
1935,2015-02,Tug,851,213.45
1936,2015-02,Miscellaneous,748,10742.89
1937,2015-03,Container,1453,60778.99
1938,2015-03,Freighter,673,3320.93
1939,2015-03,Bulk Carrier,1254,57549.71
1940,2015-03,Tanker,1838,61795.78
1941,2015-03,Passenger,3180,3042.46
1942,2015-03,Barges,873,1459.77
1943,2015-03,Tug,990,230.47
1944,2015-03,Miscellaneous,865,12303.26
1945,2015-04,Container,1496,64462.02
1946,2015-04,Freighter,671,3231.21
1947,2015-04,Bulk Carrier,1327,61083.82
1948,2015-04,Tanker,1859,61316.9
1949,2015-04,Passenger,2824,2127.02
1950,2015-04,Barges,821,1307.71
1951,2015-04,Tug,944,204.32
1952,2015-04,Miscellaneous,820,12013.91
1953,2015-05,Container,1524,64432.7
1954,2015-05,Freighter,694,3747.81
1955,2015-05,Bulk Carrier,1431,65341.77
1956,2015-05,Tanker,1851,60615.97
1957,2015-05,Passenger,3058,1700.47
1958,2015-05,Barges,800,1318.02
1959,2015-05,Tug,903,185.57
1960,2015-05,Miscellaneous,760,11273.07
1961,2015-06,Container,1492,64818.12
1962,2015-06,Freighter,684,3063.6
1963,2015-06,Bulk Carrier,1332,61228.34
1964,2015-06,Tanker,1763,58020.11
1965,2015-06,Passenger,3154,1864.62
1966,2015-06,Barges,848,1358.94
1967,2015-06,Tug,934,195.95
1968,2015-06,Miscellaneous,753,11745.61
1969,2015-07,Container,1531,67765.22
1970,2015-07,Freighter,677,3558.79
1971,2015-07,Bulk Carrier,1396,63983.74
1972,2015-07,Tanker,1828,61222.92
1973,2015-07,Passenger,3344,1552.66
1974,2015-07,Barges,829,1387.36
1975,2015-07,Tug,948,205.6
1976,2015-07,Miscellaneous,742,11272.68
1977,2015-08,Container,1526,67081.63
1978,2015-08,Freighter,680,3916.58
1979,2015-08,Bulk Carrier,1551,74763.84
1980,2015-08,Tanker,1898,64428.56
1981,2015-08,Passenger,3455,1493.21
1982,2015-08,Barges,769,1215.24
1983,2015-08,Tug,909,188.17
1984,2015-08,Miscellaneous,748,12214.83
1985,2015-09,Container,1486,65001.1
1986,2015-09,Freighter,647,3821.14
1987,2015-09,Bulk Carrier,1428,67596.38
1988,2015-09,Tanker,1764,56605.83
1989,2015-09,Passenger,3316,1774.21
1990,2015-09,Barges,751,1266.81
1991,2015-09,Tug,898,224.2
1992,2015-09,Miscellaneous,755,12267.86
1993,2015-10,Container,1450,64397.28
1994,2015-10,Freighter,641,3854.16
1995,2015-10,Bulk Carrier,1386,65308.41
1996,2015-10,Tanker,1901,61680.12
1997,2015-10,Passenger,3396,2325.29
1998,2015-10,Barges,749,1185.49
1999,2015-10,Tug,843,184.38
2000,2015-10,Miscellaneous,778,11834.85
2001,2015-11,Container,1445,64843.53
2002,2015-11,Freighter,624,3530.85
2003,2015-11,Bulk Carrier,1404,65959.33
2004,2015-11,Tanker,1853,58012.31
2005,2015-11,Passenger,3347,3827.7
2006,2015-11,Barges,762,1308.87
2007,2015-11,Tug,862,204.16
2008,2015-11,Miscellaneous,749,11732.18
2009,2015-12,Container,1512,66400.79
2010,2015-12,Freighter,658,3692.24
2011,2015-12,Bulk Carrier,1493,73844.83
2012,2015-12,Tanker,1945,61481.84
2013,2015-12,Passenger,3514,4737.14
2014,2015-12,Barges,731,1239.46
2015,2015-12,Tug,829,221.29
2016,2015-12,Miscellaneous,746,12048.37
2017,2016-01,Container,1517,68129.06
2018,2016-01,Freighter,654,3827.52
2019,2016-01,Bulk Carrier,1528,76040.76
2020,2016-01,Tanker,2048,62755.72
2021,2016-01,Passenger,3426,4495.26
2022,2016-01,Barges,792,1270.07
2023,2016-01,Tug,896,207.25
2024,2016-01,Miscellaneous,796,12159.11
2025,2016-02,Container,1397,63181.1
2026,2016-02,Freighter,584,3677.64
2027,2016-02,Bulk Carrier,1304,61581.29
2028,2016-02,Tanker,1904,59920.73
2029,2016-02,Passenger,3311,4138.88
2030,2016-02,Barges,650,1043.93
2031,2016-02,Tug,761,190.82
2032,2016-02,Miscellaneous,710,10536.54
2033,2016-03,Container,1538,68218.1
2034,2016-03,Freighter,701,3695.38
2035,2016-03,Bulk Carrier,1510,72867.79
2036,2016-03,Tanker,2067,66092.32
2037,2016-03,Passenger,3461,3431.64
2038,2016-03,Barges,812,1308.33
2039,2016-03,Tug,942,221.24
2040,2016-03,Miscellaneous,758,11678.16
2041,2016-04,Container,1481,68173.31
2042,2016-04,Freighter,655,3891.11
2043,2016-04,Bulk Carrier,1476,70977.59
2044,2016-04,Tanker,2030,66279.54
2045,2016-04,Passenger,3356,2772.55
2046,2016-04,Barges,822,1368.02
2047,2016-04,Tug,975,248.86
2048,2016-04,Miscellaneous,735,11434
2049,2016-05,Container,1581,72371
2050,2016-05,Freighter,650,3975.44
2051,2016-05,Bulk Carrier,1469,72333.5
2052,2016-05,Tanker,1994,66999.05
2053,2016-05,Passenger,3592,1977.09
2054,2016-05,Barges,778,1224.42
2055,2016-05,Tug,900,202.24
2056,2016-05,Miscellaneous,744,11233.23
2057,2016-06,Container,1529,71714.67
2058,2016-06,Freighter,651,3482.37
2059,2016-06,Bulk Carrier,1402,65206.3
2060,2016-06,Tanker,2002,68138.86
2061,2016-06,Passenger,3423,1854.71
2062,2016-06,Barges,783,1232.09
2063,2016-06,Tug,965,223.16
2064,2016-06,Miscellaneous,699,10823.91
2065,2016-07,Container,1480,71316.59
2066,2016-07,Freighter,575,3740.09
2067,2016-07,Bulk Carrier,1385,67463.3
2068,2016-07,Tanker,1981,66055.85
2069,2016-07,Passenger,3481,1699.86
2070,2016-07,Barges,777,1268.51
2071,2016-07,Tug,931,224.34
2072,2016-07,Miscellaneous,712,11098.35
2073,2016-08,Container,1546,71534.67
2074,2016-08,Freighter,777,4704.81
2075,2016-08,Bulk Carrier,1452,71944.29
2076,2016-08,Tanker,1917,64972.91
2077,2016-08,Passenger,3413,1857.79
2078,2016-08,Barges,833,1326.39
2079,2016-08,Tug,1010,257.04
2080,2016-08,Miscellaneous,760,11143.57
2081,2016-09,Container,1491,69597.17
2082,2016-09,Freighter,782,4314.41
2083,2016-09,Bulk Carrier,1286,60120.71
2084,2016-09,Tanker,1935,64282.98
2085,2016-09,Passenger,3420,1638.99
2086,2016-09,Barges,808,1317.13
2087,2016-09,Tug,1003,217.87
2088,2016-09,Miscellaneous,712,10597.56
2089,2016-10,Container,1448,63771.3
2090,2016-10,Freighter,897,5425.64
